contract number,client enterprise,contract date
CSE0000643,China Electronics Technology Group Corporation,2018-5-28
CSE0000644,Philip Morris,2019-7-25
CSE0000645,China Petroleum,2020-1-3
CSE0000646,Goldman Sachs Group,2019-6-14
CSE0000647,CHOW TAI FOOK,2021-5-26
CSE0000648,Ing Group,2017-4-3
CSE0000649,Berkshire Hathaway,2018-10-20
CSE0000650,Dell Computer,2017-7-16
CSE0000651,Volkswagen,2017-2-27
CSE0000652,Kmart,2017-1-6
CSE0000653,Suez,2018-9-17
CSE0000654,Sumitomo Life Insurance,2018-9-3
CSE0000655,CHOW TAI FOOK,2018-2-3
CSE0000656,Delphi Automotive Systems,2023-6-10
CSE0000657,USX,2018-8-17
CSE0000658,Mitsubishi,2018-5-4
CSE0000659,Prudential,2017-11-25
CSE0000660,General Electric,2021-1-11
CSE0000661,Wal-Mart Stores,2016-1-25
CSE0000662,Carrefour,2020-12-22
CSE0000663,AT&T,2023-10-1
CSE0000664,Toyota Motor,2020-7-27
CSE0000665,Intl. Business Machines,2018-10-12
CSE0000666,Deutsche Telekom,2021-1-2
CSE0000667,Mitsubishi Electric,2017-1-2
CSE0000668,Mitsubishi Motors,2023-8-8
CSE0000669,Hyundai,2019-5-5
CSE0000670,Hitachi,2017-9-7
CSE0000671,United Parcel Service,2023-11-8
CSE0000672,Mitsui,2023-11-5
CSE0000673,Exxon Mobil,2021-5-29
CSE0000674,Tesco,2020-10-5
CSE0000675,Mitsubishi Electric,2019-5-16
CSE0000676,Koninklijke Ahold,2016-9-7
CSE0000677,Zurich Financial Services,2020-7-15
CSE0000678,HSBC Holdings,2019-2-16
CSE0000679,Exxon Mobil,2020-4-14
CSE0000680,CGNU,2023-6-9
CSE0000681,American International Group,2023-6-13
CSE0000682,China Merchants Bank,2017-1-6
CSE0000683,Sumitomo,2016-4-13
CSE0000684,BNP Paribas,2017-10-31
CSE0000685,Alibaba,2019-8-3
CSE0000686,Repsol YPF,2022-7-3
CSE0000687,OPPO,2021-12-31
CSE0000688,Nestlиж,2023-1-20
CSE0000689,AXA,2021-10-30
CSE0000690,State Farm Insurance Cos.,2020-6-23
CSE0000691,MetLife,2016-10-15
CSE0000692,Nissho Iwai,2019-10-26
CSE0000693,Ingram Micro,2019-11-2
CSE0000694,American International Group,2022-7-10
CSE0000695,L.M. Ericsson,2024-6-8
CSE0000696,Meituan,2022-8-29
CSE0000697,Merck,2017-9-4
CSE0000698,Bank Of China,2024-3-15
CSE0000699,Deutsche Post,2017-2-20
CSE0000700,Sina,2016-9-27
CSE0000701,J.C. Penney,2023-1-12
CSE0000702,PDVSA,2024-10-9
CSE0000703,Citigroup,2020-10-19
CSE0000704,Royal Bank of Scotland,2016-3-23
CSE0000705,Merrill Lynch,2024-10-26
CSE0000706,MetLife,2017-5-13
CSE0000707,MiHoYo,2021-9-29
CSE0000708,Bilibili,2019-8-24
CSE0000709,PDVSA,2023-8-31
CSE0000710,Enron,2025-2-2
CSE0000711,Lucent Technologies,2019-1-8
CSE0000712,CGNU,2021-1-10
CSE0000713,Agricultural Bank of China,2024-6-30
CSE0000714,Mitsui,2017-2-13
CSE0000715,Prudential,2021-6-27
CSE0000716,Volkswagen,2016-6-7
CSE0000717,E.I. du Pont de Nemours,2017-2-17
CSE0000718,Target,2020-2-6
CSE0000719,OPPO,2018-8-1
CSE0000720,Citigroup,2016-2-15
CSE0000721,Ingram Micro,2022-9-1
CSE0000722,Enron,2022-4-2
CSE0000723,Hewlett-Packard,2023-8-6
CSE0000724,Zurich Financial Services,2023-1-15
CSE0000725,Metro,2019-7-28
CSE0000726,Nissho Iwai,2020-2-24
CSE0000727,Chevron,2023-3-17
CSE0000728,Seng Fung,2024-9-3
CSE0000729,Samsung,2023-6-18
CSE0000730,Merck,2020-6-28
CSE0000731,United Parcel Service,2019-5-6
CSE0000732,Morgan Stanley Dean Witter,2017-5-9
CSE0000733,J.C. Penney,2019-10-6
CSE0000734,Rwe Group,2016-4-24
CSE0000735,Alcatel,2023-8-31
CSE0000736,Thyssen Krupp,2021-11-15
CSE0000737,ABN AMRO Holding,2020-12-13
CSE0000738,Mitsui,2016-2-16
CSE0000739,Mitsubishi,2022-12-2
CSE0000740,TIAA-CREF,2017-12-5
CSE0000741,Ping An Insurance (Group) Company Of China,2022-1-9
CSE0000742,Fortis,2018-7-10
CSE0000743,Thyssen Krupp,2017-3-8
CSE0000744,BASF,2024-10-21
CSE0000745,Fortis,2019-5-30
CSE0000746,Agricultural Bank of China,2024-7-13
CSE0000747,AXA,2024-9-25
CSE0000748,Samsung Electronics,2021-5-26
CSE0000749,Samsung Electronics,2024-1-26
CSE0000750,BASF,2019-12-9
CSE0000751,Prudential,2020-8-26
CSE0000752,Mitsubishi,2018-10-21
CSE0000753,L.M. Ericsson,2021-12-17
CSE0000754,Citigroup,2023-6-2
CSE0000755,Compaq Computer,2023-6-27
CSE0000756,China Electronics Technology Group Corporation,2023-8-24
CSE0000757,DaimlerChrysler,2018-11-19
CSE0000758,Johnson & Johnson,2020-7-25
CSE0000759,Future Bright Group,2024-3-16
CSE0000760,DaimlerChrysler,2017-6-10
CSE0000761,Royal Bank of Scotland,2021-10-19
CSE0000762,L.M. Ericsson,2019-11-30
CSE0000763,Dai-ichi Mutual Life Insurance,2017-5-25
CSE0000764,BP,2022-11-7
CSE0000765,Dai-ichi Mutual Life Insurance,2024-2-15
CSE0000766,Sumitomo Life Insurance,2016-5-11
CSE0000767,Safeway,2024-10-19
CSE0000768,Bilibili,2016-10-25
CSE0000769,Royal Bank of Scotland,2016-12-7
CSE0000770,ABN AMRO Holding,2023-12-5
CSE0000771,Ingram Micro,2023-12-14
CSE0000772,Credit Suisse,2020-4-26
CSE0000773,DaimlerChrysler,2024-7-11
CSE0000774,Allstate,2024-10-30
CSE0000775,Chevron,2018-11-20
CSE0000776,Chevron,2018-1-29
CSE0000777,Mitsui,2017-2-17
CSE0000778,Fannie Mae,2024-1-28
CSE0000779,Fujitsu,2024-6-9
CSE0000780,Toyota Motor,2021-11-17
CSE0000781,Taiwan Semiconductor Manufacturing Company,2019-2-1
CSE0000782,Intl. Business Machines,2021-5-31
CSE0000783,AXA,2020-7-3
CSE0000784,OPPO,2018-8-30
CSE0000785,Ping An Insurance (Group) Company Of China,2024-8-4
CSE0000786,Texaco,2022-3-29
CSE0000787,Robert Bosch,2016-12-5
CSE0000788,Volkswagen,2022-3-14
CSE0000789,Johnson & Johnson,2021-1-14
CSE0000790,Marubeni,2016-3-28
CSE0000791,L.M. Ericsson,2018-10-30
CSE0000792,Texaco,2017-1-10
CSE0000793,BMW,2017-1-7
CSE0000794,Freddie Mac,2023-1-5
CSE0000795,Ping An Insurance (Group) Company Of China,2018-3-21
CSE0000796,Royal Dutch-Shell Group,2017-2-18
CSE0000797,ENI,2023-7-12
CSE0000798,Koninklijke Ahold,2017-10-8
CSE0000799,HypoVereinsbank,2019-4-12
CSE0000800,Mizuho Holdings,2017-2-2
CSE0000801,General Electric,2022-3-14
CSE0000802,Dynegy,2017-9-4
CSE0000803,Renault,2022-2-27
CSE0000804,L.M. Ericsson,2024-10-19
CSE0000805,AT&T,2020-5-21
CSE0000806,E.I. du Pont de Nemours,2024-8-1
CSE0000807,Nippon Life Insurance,2024-5-31
CSE0000808,Home Depot,2022-6-1
CSE0000809,Crижdit Agricole,2021-6-19
CSE0000810,Allianz,2016-5-16
CSE0000811,AXA,2023-5-5
CSE0000812,Alcatel,2024-4-17
CSE0000813,AT&T,2022-5-14
CSE0000814,Deutsche Telekom,2024-3-31
CSE0000815,Costco Wholesale,2021-11-23
CSE0000816,Prudential,2020-5-9
CSE0000817,Lucent Technologies,2016-2-28
CSE0000818,AT&T,2022-8-30
CSE0000819,Berkshire Hathaway,2016-2-3
CSE0000820,Safeway,2022-6-24
CSE0000821,Fortis,2018-6-16
CSE0000822,Alibaba,2021-8-7
CSE0000823,Deutsche Telekom,2016-11-21
CSE0000824,Credit Suisse,2018-11-30
CSE0000825,HSBC Holdings,2020-2-23
CSE0000826,Alibaba,2023-4-26
CSE0000827,United Parcel Service,2017-8-9
CSE0000828,Tesco,2016-11-5
CSE0000829,Alibaba,2021-7-10
CSE0000830,CHOW TAI FOOK,2024-4-7
CSE0000831,Verizon Communications,2021-11-9
CSE0000832,Vivendi Universal,2022-12-12
CSE0000833,AT&T,2020-6-4
CSE0000834,Safeway,2023-7-22
CSE0000835,Hewlett-Packard,2016-3-5
CSE0000836,UBS,2022-9-15
CSE0000837,Toshiba,2019-2-25
CSE0000838,Citigroup,2020-6-8
CSE0000839,HSBC Holdings,2020-10-18
CSE0000840,Tokyo Electric Power,2023-10-12
CSE0000841,Credit Suisse,2024-8-11
CSE0000842,Verizon Communications,2023-8-27
CSE0000843,China Construction Bank,2020-10-8
CSE0000844,Intl. Business Machines,2024-9-19
CSE0000845,Royal Philips Electronics,2019-11-17
CSE0000846,Itochu,2022-1-29
CSE0000847,Mitsubishi,2017-2-12
CSE0000848,MetLife,2016-8-19
CSE0000849,Delphi Automotive Systems,2024-11-13
CSE0000850,Alibaba,2021-7-25
CSE0000851,Alcatel,2019-5-13
CSE0000852,E.I. du Pont de Nemours,2016-6-10
CSE0000853,J.P. Morgan Chase,2018-10-8
CSE0000854,Xiaomi,2024-7-8
CSE0000855,Merrill Lynch,2020-6-26
CSE0000856,McKesson HBOC,2022-9-26
CSE0000857,UBS,2019-3-25
CSE0000858,Vivendi Universal,2024-1-9
CSE0000859,UBS,2019-3-8
CSE0000860,UBS,2019-10-1
CSE0000861,China Electronics Technology Group Corporation,2022-1-7
CSE0000862,AXA,2016-3-12
CSE0000863,Dai-ichi Mutual Life Insurance,2022-5-15
CSE0000864,Allianz,2024-9-23
CSE0000865,Tencent,2021-9-24
CSE0000866,Mitsubishi Electric,2017-9-18
CSE0000867,BT,2021-6-24
CSE0000868,Sumitomo,2017-5-22
CSE0000869,BNP Paribas,2022-1-15
CSE0000870,Seng Fung,2025-3-4
CSE0000871,Compaq Computer,2021-6-22
CSE0000872,E. ON,2022-12-24
CSE0000873,MiHoYo,2023-5-26
CSE0000874,Allianz,2024-6-19
CSE0000875,Wal-Mart Stores,2020-8-12
CSE0000876,U.S. Postal Service,2019-7-15
CSE0000877,HSBC Holdings,2017-1-1
CSE0000878,USX,2017-2-7
CSE0000879,Mitsubishi,2023-11-23
CSE0000880,Thyssen Krupp,2023-9-16
CSE0000881,Freddie Mac,2020-6-16
CSE0000882,Tesco,2020-7-2
CSE0000883,Meiji Life Insurance,2022-3-26
CSE0000884,BP,2024-3-6
CSE0000885,UBS,2021-6-23
CSE0000886,State Power Corporation,2021-5-16
CSE0000887,Allstate,2020-2-1
CSE0000888,United Parcel Service,2018-3-8
CSE0000889,Samsung Electronics,2018-11-17
CSE0000890,Agricultural Bank of China,2017-5-16
CSE0000891,Reliant Energy,2016-6-6
CSE0000892,Total Fina Elf,2019-4-17
CSE0000893,Merck,2021-10-20
CSE0000894,Mitsubishi Electric,2020-6-14
CSE0000895,Ingram Micro,2017-11-21
CSE0000896,Sina,2019-10-23
CSE0000897,HypoVereinsbank,2018-9-26
CSE0000898,Itochu,2023-12-21
CSE0000899,OPPO,2020-5-23
CSE0000900,Citigroup,2022-1-12
CSE0000901,USX,2022-4-2
CSE0000902,Huawei,2024-11-28
CSE0000903,WorldCom,2023-9-2
CSE0000904,Berkshire Hathaway,2019-1-24
CSE0000905,Sumitomo,2020-5-12
CSE0000906,General Motors,2016-6-9
CSE0000907,Mitsubishi Motors,2022-3-3
CSE0000908,Tesco,2016-2-3
CSE0000909,Mitsubishi,2016-11-19
CSE0000910,Bilibili,2016-4-8
CSE0000911,Philip Morris,2018-3-13
CSE0000912,Xiaomi,2016-11-29
CSE0000913,American International Group,2016-9-7
CSE0000914,Munich Re Group,2018-6-6
CSE0000915,Carrefour,2016-12-24
CSE0000916,Pfizer,2019-8-30
CSE0000917,Pinduoduo,2016-5-11
CSE0000918,Duke Energy,2023-6-27
CSE0000919,Pemex,2016-9-15
CSE0000920,Future Bright Group,2017-12-17
CSE0000921,Merrill Lynch,2022-7-3
CSE0000922,Verizon Communications,2023-8-2
CSE0000923,Electricite De France,2017-12-10
CSE0000924,Morgan Stanley Dean Witter,2019-5-2
CSE0000925,Meiji Life Insurance,2021-12-17
CSE0000926,Repsol YPF,2019-6-16
CSE0000927,CHOW TAI FOOK,2018-9-1
CSE0000928,Verizon Communications,2016-2-11
CSE0000929,Verizon Communications,2022-8-24
CSE0000930,Vivendi Universal,2022-7-17
CSE0000931,Future Bright Group,2016-4-16
CSE0000932,J.C. Penney,2018-8-1
CSE0000933,Alibaba,2019-2-28
CSE0000934,Fannie Mae,2017-6-23
CSE0000935,Bilibili,2016-3-22
CSE0000936,Conoco,2024-6-25
CSE0000937,Vivendi Universal,2018-7-2
CSE0000938,State Power Corporation,2024-5-14
CSE0000939,Marubeni,2024-6-15
CSE0000940,General Electric,2017-4-4
CSE0000941,Cardinal Health,2024-3-17
CSE0000942,Samsung,2024-1-27
CSE0000943,State Farm Insurance Cos.,2021-2-24
CSE0000944,State Power Corporation,2018-5-15
CSE0000945,Royal Bank of Scotland,2018-11-11
CSE0000946,J.P. Morgan Chase,2021-2-24
CSE0000947,BMW,2024-2-22
CSE0000948,PDVSA,2018-11-14
CSE0000949,Reliant Energy,2019-2-7
CSE0000950,Credit Suisse,2023-2-25
CSE0000951,Xiaomi,2018-12-7
CSE0000952,Albertson's,2018-10-6
CSE0000953,Electricite De France,2022-10-14
CSE0000954,China Merchants Bank,2024-9-9
CSE0000955,L.M. Ericsson,2022-4-27
CSE0000956,Nissan Motor,2024-11-18
CSE0000957,Itochu,2021-11-8
CSE0000958,Robert Bosch,2023-9-23
CSE0000959,Exxon Mobil,2018-8-11
CSE0000960,Mitsubishi,2022-1-10
CSE0000961,Wal-Mart Stores,2018-6-29
CSE0000962,Deutsche Post,2023-7-29
CSE0000963,CGNU,2017-1-20
CSE0000964,Honda Motor,2022-2-16
CSE0000965,United Parcel Service,2020-5-22
CSE0000966,Compaq Computer,2022-5-1
CSE0000967,Renault,2017-11-1
CSE0000968,Vivendi Universal,2023-9-21
CSE0000969,Home Depot,2019-1-1
CSE0000970,Unilever,2019-6-10
CSE0000971,Electricite De France,2023-5-19
CSE0000972,BASF,2022-8-19
CSE0000973,General Electric,2016-8-23
CSE0000974,Metro,2025-2-13
CSE0000975,Metro,2016-6-17
CSE0000976,Mitsubishi,2020-3-10
CSE0000977,Delphi Automotive Systems,2019-9-24
CSE0000978,Nippon Life Insurance,2023-9-30
CSE0000979,China Merchants Bank,2018-8-30
CSE0000980,Suez,2018-7-30
CSE0000981,Intel,2022-6-3
CSE0000982,Crижdit Agricole,2016-1-16
CSE0000983,Royal Dutch-Shell Group,2018-11-14
CSE0000984,Royal Bank of Scotland,2021-9-22
CSE0000985,Carrefour,2018-10-14
CSE0000986,Sumitomo,2024-9-12
CSE0000987,Chevron,2024-7-13
CSE0000988,Delphi Automotive Systems,2019-7-23
CSE0000989,Safeway,2023-4-26
CSE0000990,Texaco,2024-4-4
CSE0000991,Philip Morris,2022-4-30
CSE0000992,Texaco,2017-8-16
CSE0000993,General Motors,2022-3-19
CSE0000994,Pemex,2018-3-29
CSE0000995,Peugeot,2017-6-5
CSE0000996,Boeing,2018-11-13
CSE0000997,Rwe Group,2016-6-11
CSE0000998,Dai-ichi Mutual Life Insurance,2024-12-8
CSE0000999,USX,2024-2-29
CSE0001000,Allstate,2017-3-11
CSE0001001,Cardinal Health,2022-7-30
CSE0001002,Tesco,2024-10-22
CSE0001003,Toyota Motor,2024-11-24
CSE0001004,Ford Motor,2021-5-23
CSE0001005,Seng Fung,2020-3-31
CSE0001006,Deutsche Post,2019-10-15
CSE0001007,BASF,2019-5-2
CSE0001008,Pinduoduo,2017-7-24
CSE0001009,Pinduoduo,2021-7-26
CSE0001010,Nortel Networks,2024-1-3
CSE0001011,Huawei,2025-2-22
CSE0001012,Sumitomo,2022-8-19
CSE0001013,Fortis,2016-9-8
CSE0001014,Alibaba,2023-7-13
CSE0001015,Meiji Life Insurance,2021-4-26
CSE0001016,Fortis,2024-8-2
CSE0001017,Kmart,2016-10-4
CSE0001018,Home Depot,2021-6-14
CSE0001019,Target,2023-10-25
CSE0001020,China Construction Bank,2017-12-4
CSE0001021,Motorola,2017-11-7
CSE0001022,Ford Motor,2017-1-18
CSE0001023,Lucent Technologies,2024-5-26
CSE0001024,Sina,2017-5-21
CSE0001025,China Electronics Technology Group Corporation,2022-6-22
CSE0001026,Zurich Financial Services,2020-10-11
CSE0001027,Reliant Energy,2023-5-31
CSE0001028,Merck,2019-8-25
CSE0001029,Chengdu AIG,2016-4-21
CSE0001030,Bilibili,2019-6-5
CSE0001031,Costco Wholesale,2024-4-14
CSE0001032,Exxon Mobil,2019-3-3
CSE0001033,Pemex,2022-12-26
CSE0001034,MiHoYo,2025-2-16
CSE0001035,United Parcel Service,2022-7-15
CSE0001036,Freddie Mac,2022-12-24
CSE0001037,Citigroup,2021-3-16
CSE0001038,Deutsche Post,2016-8-10
CSE0001039,Thyssen Krupp,2024-12-15
CSE0001040,J.C. Penney,2024-3-8
CSE0001041,Reliant Energy,2018-10-22
CSE0001042,Volkswagen,2023-1-29
CSE0001043,Renault,2017-10-17
CSE0001044,Zurich Financial Services,2019-9-19
CSE0001045,Nippon Telegraph & Telephone,2019-5-23
CSE0001046,Honda Motor,2024-6-10
CSE0001047,China Construction Bank,2025-1-9
CSE0001048,Duke Energy,2020-6-9
CSE0001049,MiHoYo,2018-8-3
CSE0001050,Kmart,2020-4-28
CSE0001051,Royal Philips Electronics,2025-1-10
CSE0001052,CGNU,2021-8-4
CSE0001053,Zurich Financial Services,2024-6-4
CSE0001054,Total Fina Elf,2022-1-6
CSE0001055,DaimlerChrysler,2018-7-26
CSE0001056,Pinduoduo,2019-8-6
CSE0001057,Safeway,2024-7-12
CSE0001058,Netease,2022-4-22
CSE0001059,Future Bright Group,2018-10-8
CSE0001060,J.C. Penney,2022-12-19
CSE0001061,WorldCom,2025-1-30
CSE0001062,Delphi Automotive Systems,2017-10-8
CSE0001063,Total Fina Elf,2019-5-23
CSE0001064,E.I. du Pont de Nemours,2021-9-15
CSE0001065,Sony,2018-7-24
CSE0001066,Bank of America Corp.,2022-4-26
CSE0001067,Philip Morris,2020-6-24
CSE0001068,Crижdit Agricole,2022-10-17
CSE0001069,Bank of America Corp.,2021-1-24
CSE0001070,BT,2025-1-14
CSE0001071,CGNU,2019-2-16
CSE0001072,Robert Bosch,2020-7-13
CSE0001073,United Parcel Service,2019-10-29
CSE0001074,Taiwan Semiconductor Manufacturing Company,2022-1-15
CSE0001075,Fortis,2018-1-5
CSE0001076,Pfizer,2018-5-24
CSE0001077,Duke Energy,2018-10-19
CSE0001078,Royal Dutch-Shell Group,2017-8-23
CSE0001079,Royal Philips Electronics,2016-5-24
CSE0001080,Ingram Micro,2018-5-29
CSE0001081,Fannie Mae,2017-4-9
CSE0001082,Repsol YPF,2024-12-18
CSE0001083,Ping An Insurance (Group) Company Of China,2017-12-2
CSE0001084,Nissho Iwai,2018-6-14
CSE0001085,AT&T,2024-11-4
CSE0001086,Goldman Sachs Group,2025-1-30
CSE0001087,Nestlиж,2021-2-3
CSE0001088,Samsung Electronics,2017-11-9
CSE0001089,Siemens,2024-7-4
CSE0001090,Baidu,2021-5-8
CSE0001091,Industrial and Commercial Bank of China,2017-8-7
CSE0001092,UBS,2017-4-18
CSE0001093,Pemex,2022-12-4
CSE0001094,Hewlett-Packard,2016-8-10
CSE0001095,Matsushita Electric Industrial,2019-5-11
CSE0001096,Total Fina Elf,2020-9-1
CSE0001097,Sony,2018-5-15
CSE0001098,Mitsui,2025-2-24
CSE0001099,Hang Seng Bank Limited,2017-1-15
CSE0001100,TIAA-CREF,2017-7-2
CSE0001101,Hitachi,2022-12-18
CSE0001102,Munich Re Group,2024-1-15
CSE0001103,Fiat,2018-6-29
CSE0001104,Prudential,2017-12-29
CSE0001105,Volkswagen,2018-4-11
CSE0001106,Safeway,2024-5-25
CSE0001107,Allstate,2023-2-13
CSE0001108,Deutsche Post,2024-5-18
CSE0001109,Allstate,2022-10-18
CSE0001110,Alcatel,2018-1-27
CSE0001111,J.P. Morgan Chase,2017-10-10
CSE0001112,Nissan Motor,2021-3-28
CSE0001113,Sina,2020-5-22
CSE0001114,Pemex,2019-3-12
CSE0001115,Toshiba,2021-11-13
CSE0001116,Total Fina Elf,2016-11-20
CSE0001117,Honda Motor,2022-2-21
CSE0001118,Peugeot,2017-8-26
CSE0001119,HypoVereinsbank,2020-10-13
CSE0001120,BASF,2018-9-14
CSE0001121,Mitsui,2016-7-3
CSE0001122,Royal Bank of Scotland,2017-1-14
CSE0001123,CGNU,2018-1-14
CSE0001124,Merck,2024-11-3
CSE0001125,Matsushita Electric Industrial,2022-12-8
CSE0001126,Renault,2016-2-1
CSE0001127,Berkshire Hathaway,2018-12-2
CSE0001128,J.P. Morgan Chase,2016-8-30
CSE0001129,Dynegy,2016-2-3
CSE0001130,Tesco,2023-1-2
CSE0001131,Nippon Life Insurance,2016-7-2
CSE0001132,Morgan Stanley Dean Witter,2023-5-25
CSE0001133,Pfizer,2019-4-23
CSE0001134,Santander Central Hispano Group,2025-1-4
CSE0001135,Rwe Group,2016-5-5
CSE0001136,Thyssen Krupp,2023-8-9
CSE0001137,Alcatel,2018-2-17
CSE0001138,Carrefour,2023-6-8
CSE0001139,L.M. Ericsson,2020-10-4
CSE0001140,Conoco,2020-8-25
CSE0001141,Electricite De France,2021-7-8
CSE0001142,E.I. du Pont de Nemours,2023-3-13
CSE0001143,Deutsche Post,2024-9-23
CSE0001144,General Electric,2021-8-25
CSE0001145,Sinopec,2024-3-7
CSE0001146,China North Industries Group Corporation,2020-9-25
CSE0001147,Toyota Motor,2020-4-1
CSE0001148,Costco Wholesale,2020-7-5
CSE0001149,Reliant Energy,2019-3-3
CSE0001150,Robert Bosch,2023-10-21
CSE0001151,Volkswagen,2022-5-21
CSE0001152,Hang Seng Bank Limited,2016-7-30
CSE0001153,United Parcel Service,2020-9-22
CSE0001154,Xiaomi,2016-4-2
CSE0001155,Deutsche Post,2016-3-5
CSE0001156,BNP Paribas,2020-3-7
CSE0001157,Nestlиж,2021-9-8
CSE0001158,Honda Motor,2023-2-25
CSE0001159,Volkswagen,2019-7-9
CSE0001160,Royal Philips Electronics,2016-12-10
CSE0001161,Exxon Mobil,2024-9-5
CSE0001162,Texaco,2021-12-12
CSE0001163,Electricite De France,2018-7-19
CSE0001164,Kmart,2017-11-26
CSE0001165,Baidu,2022-11-27
CSE0001166,HypoVereinsbank,2017-2-6
CSE0001167,Carrefour,2023-9-8
CSE0001168,Meiji Life Insurance,2018-6-12
CSE0001169,Sinopec,2016-7-1
CSE0001170,Meiji Life Insurance,2024-6-27
CSE0001171,Robert Bosch,2021-11-5
CSE0001172,Cardinal Health,2018-4-17
CSE0001173,Kroger,2020-12-5
CSE0001174,Royal Bank of Scotland,2022-12-25
CSE0001175,Repsol YPF,2019-8-13
CSE0001176,Safeway,2016-5-16
CSE0001177,Hitachi,2021-1-30
CSE0001178,L.M. Ericsson,2017-4-4
CSE0001179,Future Bright Group,2023-8-14
CSE0001180,Renault,2019-9-12
CSE0001181,Agricultural Bank of China,2019-10-27
CSE0001182,Duke Energy,2016-9-4
CSE0001183,Morgan Stanley Dean Witter,2020-9-14
CSE0001184,Huawei,2021-5-30
CSE0001185,Home Depot,2024-1-8
CSE0001186,Foxconn,2021-4-23
CSE0001187,CHOW TAI FOOK,2018-6-24
CSE0001188,DaimlerChrysler,2023-2-1
CSE0001189,Unilever,2019-4-3
CSE0001190,Nippon Telegraph & Telephone,2016-3-12
CSE0001191,Johnson & Johnson,2022-8-22
CSE0001192,Pfizer,2023-3-1
CSE0001193,Munich Re Group,2024-9-21
CSE0001194,Nippon Telegraph & Telephone,2022-2-4
CSE0001195,Tencent,2023-8-27
CSE0001196,Industrial and Commercial Bank of China,2025-2-4
CSE0001197,Volkswagen,2023-6-25
CSE0001198,Marubeni,2022-3-4
CSE0001199,China Merchants Bank,2020-6-24
CSE0001200,Target,2021-10-16
CSE0001201,Berkshire Hathaway,2024-1-16
CSE0001202,Matsushita Electric Industrial,2016-4-1
CSE0001203,General Motors,2020-7-1
CSE0001204,Procter & Gamble,2019-6-9
CSE0001205,Alcatel,2016-1-22
CSE0001206,Sina,2016-5-19
CSE0001207,Nissan Motor,2023-5-31
CSE0001208,E. ON,2017-8-5
CSE0001209,Kroger,2020-1-14
CSE0001210,Future Bright Group,2025-1-30
CSE0001211,Siemens,2023-9-12
CSE0001212,Tokyo Electric Power,2016-8-22
CSE0001213,Hang Seng Bank Limited,2022-12-20
CSE0001214,Marubeni,2017-9-24
CSE0001215,Cardinal Health,2020-2-9
CSE0001216,Freddie Mac,2024-8-5
CSE0001217,Huawei,2020-10-7
CSE0001218,BT,2024-9-18
CSE0001219,Citigroup,2022-4-8
CSE0001220,Industrial and Commercial Bank of China,2022-8-25
CSE0001221,Nippon Telegraph & Telephone,2022-2-9
CSE0001222,E.I. du Pont de Nemours,2023-3-16
CSE0001223,Repsol YPF,2024-11-3
CSE0001224,Dynegy,2018-1-13
CSE0001225,ENI,2020-8-12
CSE0001226,Suez,2021-6-8
CSE0001227,Sinopec,2017-7-17
CSE0001228,Nortel Networks,2021-1-16
CSE0001229,Mitsubishi Electric,2022-1-11
CSE0001230,Samsung,2024-2-24
CSE0001231,General Motors,2024-9-11
CSE0001232,Fiat,2021-6-14
CSE0001233,UBS,2017-3-25
CSE0001234,Cardinal Health,2017-11-17
CSE0001235,Tesco,2018-1-10
CSE0001236,State Power Corporation,2018-3-9
CSE0001237,Target,2022-1-21
CSE0001238,Dell Computer,2025-2-9
CSE0001239,Home Depot,2016-8-6
CSE0001240,WorldCom,2016-11-14
CSE0001241,Deutsche Post,2021-9-18
CSE0001242,SBC Communications,2018-1-13
CSE0001243,Tencent,2019-5-17
CSE0001244,Texaco,2019-7-7
CSE0001245,General Motors,2024-7-2
CSE0001246,Sumitomo Life Insurance,2019-3-25
CSE0001247,TIAA-CREF,2016-6-25
CSE0001248,Peugeot,2019-1-12
CSE0001249,Nippon Life Insurance,2021-10-15
CSE0001250,Taiwan Semiconductor Manufacturing Company,2023-10-23
CSE0001251,CHOW TAI FOOK,2016-3-12
CSE0001252,Huawei,2017-10-4
CSE0001253,Sumitomo Life Insurance,2020-5-18
CSE0001254,Ping An Insurance (Group) Company Of China,2020-3-2
CSE0001255,Goldman Sachs Group,2017-10-21
CSE0001256,Honda Motor,2020-10-22
CSE0001257,Nortel Networks,2019-7-31
CSE0001258,Volkswagen,2021-6-10
CSE0001259,Sumitomo,2023-5-28
CSE0001260,Exxon Mobil,2017-12-25
CSE0001261,Tokyo Electric Power,2022-7-14
CSE0001262,Chengdu AIG,2020-12-25
CSE0001263,AXA,2020-10-2
CSE0001264,E. ON,2020-9-12
CSE0001265,Verizon Communications,2021-9-17
CSE0001266,WorldCom,2022-1-15
CSE0001267,Metro,2016-9-12
CSE0001268,Prudential,2020-6-14
CSE0001269,Meiji Life Insurance,2017-9-13
CSE0001270,SBC Communications,2023-8-9
CSE0001271,United Parcel Service,2023-4-18
CSE0001272,Renault,2022-6-27
CSE0001273,ENI,2019-6-1
CSE0001274,Metro,2017-9-17
CSE0001275,Citigroup,2021-6-12
CSE0001276,Meiji Life Insurance,2024-12-10
CSE0001277,Tokyo Electric Power,2024-8-26
CSE0001278,Mitsubishi Motors,2019-8-24
CSE0001279,Hang Seng Bank Limited,2024-1-10
CSE0001280,Metro,2018-5-29
CSE0001281,ENI,2017-11-18
CSE0001282,China Electronics Technology Group Corporation,2023-10-19
